CID,na_in_N3*(1-FC_21_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0),ms*(1-C4_2_N3_2_2),LeafAC_O2_C4_2*(1-FC_25_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0),C4_3_N3_3_1*(1-LeafAC_C4_O2_1),FC_36_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-FC_12_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),LeafAC_O2_N3_2*(1-FC_26_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0),ms*(1-C4_3_N3_3_1),C4_2_N3_2_1*(1-C4_2_N3_2_2),dg_in_1*(1-FC_15_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0),FC_4_C4_0_O2_1_H1_2_/_1_1_/_0_0_0*(1-C4_2_C4_4_1),C4_3_C4_3_2*(1-C4_2_N3_2_2),FC_12_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-FC_4_C4_0_O2_1_H1_2_/_1_1_/_0_0_0),na_ex_C4*(1-N3_2_O2_2_1),na_ex_C4*(1-FC_16_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0),FC_35_C4_0_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0*(1-FC_48_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_/_1_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_-1_0),FC_4_C4_0_O2_1_H1_2_/_1_1_/_0_0_0*(1-FC_30_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0),FC_9_C4_0_O2_1_/_2_/_0_0*(1-FC_40_S6_0_O2_1_O2_1_/_2_2_/_0_0_0),C4_2_O2_2_1*(1-FC_15_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0),LeafAC_O2_C4_1*(1-C4_2_C4_4_1),FC_54_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0*(1-FC_60_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0),FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-FC_20_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0),FC_51_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-FC_26_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0),LeafAC_O2_C4_2*(1-C4_2_N3_2_2),FC_39_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-LeafAC_N3_C4_1),FC_21_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0*(1-FC_36_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0),FC_58_C4_0_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0*(1-C4_2_N3_3_1)
7948,0.0,0.175224,0.0,0.0,0.0,0.0,0.175224,0.0,0.0,0.333333,0.0,0.0,0.2222219999999999,0.2222219999999999,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7970,0.25,0.0,0.0,0.0,0.0,0.0,0.1961359999999999,0.0,0.0,0.0,0.0,0.0,0.1111109999999999,0.1111109999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7991,0.0,0.135527,0.333333,0.0,0.0,0.0,0.135527,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
8094,0.0,0.1027339999999999,0.333333,0.0,0.0,0.0,0.1027339999999999,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
8119,0.25,0.0365334,0.0,0.0,0.0,0.0,0.0365334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8158,0.0,0.0835107,0.333333,0.0,0.0,0.0,0.0835107,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
8378,0.0,0.2276639999999999,0.0,0.0,0.0,0.0,0.2276639999999999,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8471,0.25,0.0026784,0.0,0.0,0.0,0.0,0.0026784,0.0,0.0,0.0,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497,0.0,0.496009,0.333333,0.0,0.0,0.0,0.496009,0.0,0.0,0.0,0.0,0.0,0.1111109999999999,0.1111109999999999,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
8518,0.0,0.723653,0.333333,0.0,0.0,0.0,0.723653,0.0,0.0,0.0,0.5,0.0,0.1111109999999999,0.1111109999999999,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
8640,0.0,0.2439489999999999,0.0,0.0,0.0,0.0,0.2439489999999999,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8663,0.0,0.28439,0.0,0.0,0.0,0.0,0.28439,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8842,0.0,0.0442886999999999,0.0,0.0,0.0,0.0,0.0442886999999999,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,0.0,0.0,0.0,0.1428569999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9294,0.0,0.146003,0.0,0.0,0.0,0.0,0.146003,0.0,0.333333,0.0,0.0,0.0,0.2222219999999999,0.2222219999999999,1.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9492,0.0,0.590288,0.0,0.0,0.0,0.666667,0.590288,0.0,0.0,0.333333,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9649,0.5,0.2452349999999999,0.333333,0.4,0.0,0.0,0.0490469999999999,0.0,0.0,0.0,0.5,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
10413,0.0,0.2235219999999999,0.333333,0.0,0.0,0.0,0.2235219999999999,0.0,0.666667,0.0,0.0,0.0,0.2222219999999999,0.0,0.0,0.0,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
10430,0.0,0.135527,0.333333,0.0,0.0,0.0,0.135527,0.0,0.0,0.0,0.0,0.0,0.4444439999999999,0.4444439999999999,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
10687,0.0,0.175224,0.0,0.0,0.0,0.0,0.175224,0.0,0.0,0.333333,0.5,0.0,0.2222219999999999,0.2222219999999999,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10698,0.0,0.152669,0.0,0.0,0.0,0.0,0.152669,0.0,0.0,0.333333,0.5,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11312,0.0,0.590288,0.0,0.0,0.0,0.666667,0.590288,0.0,0.0,0.333333,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11335,0.0,0.175224,0.0,0.0,0.0,0.0,0.175224,0.0,0.0,0.333333,0.5,0.0,0.2222219999999999,0.2222219999999999,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11872,0.0,0.503218,0.0,0.0,0.0,0.666667,0.503218,0.0,0.0,0.333333,0.5,0.0,0.1111109999999999,0.1111109999999999,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12460,0.16666675,0.1507339999999999,0.0,0.2,0.0,0.0,0.1205871999999999,0.0,0.0,0.0,0.0,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
13032,0.25,0.1232299999999999,0.0,0.0,0.0,0.0,0.1232299999999999,0.0,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15546,0.5,0.0,0.333333,0.4,0.0,0.0,0.2864364,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15797,0.0,0.184553,0.333333,0.0,0.0,0.0,0.184553,0.0,0.333333,0.333333,0.5,0.0,0.2222219999999999,0.2222219999999999,0.0,0.333333,0.333333,1.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
17869,0.0,0.139153,0.333333,0.0,0.0,0.0,0.139153,0.0,0.666667,0.0,0.0,0.0,0.555556,0.555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
19402,0.0,0.410285,1.0,0.0,0.0,0.0,0.410285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19499,0.0,0.24552,0.333333,0.0,0.0,0.0,0.24552,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
27924,0.0,0.150612,0.0,0.0,0.0,0.0,0.150612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28003,0.25,0.0983115,0.333333,0.0,0.0,0.0,0.0983115,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
30487,0.16666675,0.1507339999999999,0.0,0.2,0.0,0.0,0.1205871999999999,0.0,0.0,0.0,0.0,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
31236,0.0,0.220379,0.0,0.0,0.0,0.0,0.220379,0.0,0.333333,0.0,0.0,0.0,0.1111109999999999,0.1111109999999999,0.0,0.0,0.0,1.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39965,0.50000025,0.195072,0.666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0
61012,0.25,0.1149029999999999,0.333333,0.0,0.0,0.0,0.1149029999999999,0.0,0.666667,0.0,0.0,0.0,0.777778,0.777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
64143,0.75,0.19875,0.666667,0.2,0.0,0.0,0.159,0.0,0.333333,0.333333,0.5,0.0,0.555556,0.555556,0.0,0.333333,0.666667,0.0,0.2857139999999999,0.0,0.0,0.0,0.666667,0.0,0.0,0.0
94175,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104775,0.0,0.200798,0.333333,0.0,0.0,0.0,0.200798,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
114708,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
122634,0.0,0.150612,0.0,0.0,0.0,0.0,0.150612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220520,0.5,0.2452349999999999,0.333333,0.4,0.0,0.0,0.0490469999999999,0.0,0.0,0.0,0.5,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
290670,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
441071,0.5,0.239837,0.333333,0.8,0.0,0.0,0.0479673999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
441074,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442021,0.5,0.2452349999999999,0.333333,0.4,0.0,0.0,0.0490469999999999,0.0,0.0,0.0,0.5,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
442070,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
445639,0.0,0.0621985,0.333333,0.0,0.0,0.0,0.0621985,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
456194,0.0,0.2276639999999999,0.0,0.0,0.0,0.0,0.2276639999999999,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637090,0.0,0.24552,0.333333,0.0,0.0,0.0,0.24552,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
637517,0.0,0.0621985,0.333333,0.0,0.0,0.0,0.0621985,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
637552,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643460,0.0,0.229807,0.333333,0.0,0.0,0.0,0.229807,0.0,0.666667,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
643792,0.0,0.24552,0.333333,0.0,0.0,0.0,0.24552,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
667449,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689043,0.0,0.377961,0.333333,0.0,0.0,0.0,0.377961,0.0,0.333333,0.666667,0.5,0.0,0.1111109999999999,0.1111109999999999,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
1549236,0.0,0.229807,0.333333,0.0,0.0,0.0,0.229807,0.0,0.666667,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
1549237,0.0,0.267519,0.333333,0.0,0.0,0.0,0.267519,0.0,0.666667,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
3032576,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036746,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3037032,0.0,0.263478,0.333333,0.0,0.0,0.0,0.263478,0.0,0.666667,0.0,0.0,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.0,0.0,0.2857139999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
3417419,0.0,0.423912,0.0,0.0,0.0,0.333333,0.423912,0.0,0.0,0.333333,0.5,0.3333335,0.0,0.0,0.0,0.333333,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5257909,0.0,0.901288,0.333333,0.0,0.0,0.0,0.901288,0.0,0.333333,0.0,0.5,0.0,0.1111109999999999,0.1111109999999999,0.0,0.0,0.0,1.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
5280450,0.0,0.0775088,0.333333,0.0,0.0,0.0,0.0775088,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
5282457,0.0,0.0775088,0.333333,0.0,0.0,0.0,0.0775088,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
5282797,0.0,0.0775088,0.333333,0.0,0.0,0.0,0.0775088,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
5284371,0.16666675,0.2254219999999999,0.0,0.15,0.0,0.0,0.1803375999999999,0.0,0.0,0.0,1.0,0.0,0.2222219999999999,0.2222219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
5288826,0.16666675,0.241592,0.0,0.2,0.0,0.0,0.1932736,0.0,0.0,0.0,1.0,0.0,0.1111109999999999,0.1111109999999999,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
5317112,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460332,0.0,0.0856143,0.333333,0.0,0.0,0.0,0.0856143,0.0,0.666667,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,1.0,0.0,0.333333,0.0,0.0,0.0
5484444,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6604605,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10448938,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11859396,0.5,0.227843,0.333333,0.8,0.0,0.0,0.0455685999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
16213494,0.0,0.146003,0.0,0.0,0.0,0.0,0.146003,0.0,0.333333,0.0,0.0,0.0,0.2222219999999999,0.2222219999999999,1.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16760122,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
22833501,0.0,0.150612,0.0,0.0,0.0,0.0,0.150612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24096961,0.5,0.2062369999999999,0.0,0.15,0.0,0.0,0.1649895999999999,0.5,0.0,0.0,0.5,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24832117,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
57501501,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
134686830,0.0,0.2276639999999999,0.0,0.0,0.0,0.0,0.2276639999999999,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134688660,0.0,0.150612,0.0,0.0,0.0,0.0,0.150612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134692532,0.0,0.205364,0.333333,0.0,0.0,0.0,0.205364,0.0,0.0,0.0,0.0,0.0,0.555556,0.555556,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
135474890,0.25,0.178045,0.333333,0.0,0.0,0.0,0.178045,0.0,0.333333,0.333333,1.0,0.0,0.0,0.777778,0.0,0.333333,0.333333,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
135492483,0.25,0.178045,0.333333,0.0,0.0,0.0,0.178045,0.0,0.333333,0.333333,1.0,0.0,0.0,0.777778,0.0,0.333333,0.333333,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
135741327,0.25,0.178045,0.333333,0.0,0.0,0.0,0.178045,0.0,0.333333,0.333333,1.0,0.0,0.0,0.777778,0.0,0.333333,0.333333,0.0,0.1428569999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
